,PC1,PC2,PC3,kmeans_cluster
Amifampridine,13.797194793855208,4.489235316973948,-0.24123801250471658,1
Amifostine,-10.241306738607841,-5.434065730059706,-0.6365383817944782,3
Amikacin,-15.224041237640703,-0.6622805209904924,-1.6701674266671032,3
Amiloride,0.8974351853812622,13.651157743140075,4.5663457478661265,2
Amiloxate,9.503887117899735,2.735193192135703,-2.6553492305994872,1
Aminobenzoic acid,3.832419192887423,0.9443462606371968,6.900049767976531,0
Aminocaproic acid,-11.756278002066571,9.323350991392756,-4.678787035447466,3
Aminoglutethimide,-2.9059564640116173,1.2414378106407604,3.229536303705123,0
Aminohippuric acid,-11.962603597218175,-0.993873557333146,1.0867362337808053,3
Aminolevulinic acid,-6.071491120038601,11.037862180347668,-1.860298973874929,2
Aminometradine,4.972995573481811,-2.442466166526866,5.964243582803776,0
Aminophenazone,6.191699784325649,9.00557568695403,1.7082231447347804,2
Aminophylline,-4.124598828130215,-1.9275282744736528,4.523839339721622,0
Aminosalicylic acid,-5.001660642416405,0.16993169216399756,5.209711698084107,0
Amiodarone,13.472532280824469,8.275529827069338,-5.5183443602457976,1
Amisulpride,-8.53522388091984,-1.6883278558004584,-1.4489990396861185,3
Amitriptyline,14.214139081123522,6.275503487944508,-4.848316587037851,1
Amitriptylinoxide,1.9129080813343857,-5.483064274337345,-4.377701622834169,0
Amlexanox,-5.596730718612073,0.9291086374916966,-1.5003320211251308,3
Amlodipine,-5.850001413074424,4.122528247603633,0.5538293381382553,3
Ammonia N-13,13.852194561964314,-3.169798602460037,4.355572078366433,1
Ammonium carbonate,13.75467790015248,-3.4982844834151647,1.4969374461267206,1
Ammonium chloride,13.712636104874358,-2.6987010844478947,-2.816271723521926,1
Ammonium lactate,4.922771862199997,2.056285678908105,5.160659846541504,0
Amobarbital,-3.047351830846039,-2.3222567740046722,3.4593695094262724,0
Amodiaquine,3.0539649287183903,4.800611792307849,2.9859973159545476,2
Amorolfine,3.368393947623597,1.5960990490310234,1.5231497584450864,0
Amoxapine,-2.963096238037932,2.870649733156426,-0.9234776632189144,0
Amoxicillin,-6.278615330249565,0.34303879584591856,5.197280681694149,0
Amphetamine,-2.1877909082127878,-2.7471351678764475,1.9857906841366877,0
Amphotericin B,-11.446433660826637,-0.2326303099778644,2.290362882034825,3
Ampicillin,-10.907410578016055,-1.8704464943626007,0.9837383490156257,3
Amprenavir,-5.172301742681314,-3.2101457866887757,-2.486910230366472,3
Amrinone,7.964392464290006,-3.7438587946453317,-5.113519463586237,1
Amsacrine,12.428561351350215,-1.4664910351668379,-2.3247541898045054,1
Amyl Nitrite,8.562203312387362,1.7496905163634253,4.929389117642308,1
Amylmetacresol,4.168299267974566,0.043925696775326845,1.0371879208511405,0
Amylocaine,11.623884783233457,6.924197934557507,4.206779938778625,1
Anagrelide,15.447768577884025,-4.411860257329079,-1.5402228210601703,1
Anastrozole,-4.212518556443627,5.375187972333243,5.027559835289989,0
Anethole,8.546111737489392,-11.006400542689828,-5.75994447753274,1
Anethole trithione,13.713224292848434,-11.015048662878707,-2.738993288500893,1
Anileridine,0.6817047369663979,2.4889081291646913,4.209524892485842,0
Anisindione,1.614684605763564,-1.6628672245687226,0.2237948809794887,0
Anisotropine methylbromide,7.098860791326283,-2.3023601026384446,3.9082650145088436,1
Antazoline,9.271921028067851,1.0188264677533643,1.579746705673085,1
Anthralin,21.25278648077389,-6.997285681817796,-8.507614601962658,1
Antipyrine,1.1925401957034356,4.727658106712241,6.186672156744449,2
Antrafenine,2.63614804635418,-0.05478018937930197,-1.7641590281709782,0
Apalutamide,6.012043662346592,10.927879800142978,-2.30433554690439,2
Apixaban,2.6950654782641235,4.247668727392545,-3.9708044908699405,2
Apomorphine,-0.09906302795075504,-5.412297521961682,-2.54328421947955,0
Apraclonidine,5.268341026290668,3.842503403097269,5.813856680768507,2
Apremilast,5.171241294569142,-3.1152636976344077,-0.741243040306832,0
Aprepitant,-7.724571091998606,-2.0107024800398294,-0.8500528277650095,3
Aprocitentan,-4.122618393605842,-2.453649329565821,-5.452529497303115,0
Apronalide,8.323489009166007,-5.062289501349023,-1.647428031023115,1
Arbutamine,-8.086355945747265,-3.7170123277600484,-1.191866353718676,3
Arbutin,-15.431659092866342,9.387560942233307,-2.8085740501422074,3
Arformoterol,-3.2474426664809504,0.09312432771021555,-0.6740966994179015,0
Argatroban,-2.9329501914110154,2.616580417262979,4.240789971821038,0
Arimoclomol,3.0139742528754376,-4.092813413655887,-6.010232864324232,0
Aripiprazole,-6.51907642879347,-3.8415062140334673,-0.17561033090967235,3
Aripiprazole lauroxil,-1.5969798143668685,0.1665647924809815,-2.946359499362266,0
Armodafinil,-17.286867464781807,3.418276511771699,0.03906033651148707,3
Arsenic trioxide,-9.196337969502427,-5.006988596774971,1.1292522190837648,3
Artemether,-10.914731892051321,-0.99792238241787,-1.2437398309517982,3
Artemotil,-10.382396060604234,0.8604255277943714,-0.13747714840501382,3
Artenimol,-3.370330717946319,1.047802680069081,1.4329118756425863,0
Artesunate,-6.170278783760053,3.3461792831039348,-2.792531234898015,3
Articaine,-4.915390442580294,-1.0032505805923686,1.1960563647569031,0
Arzoxifene,4.910733883097928,-2.618953667860133,-3.074480064539205,1
Asciminib,-4.950636313508331,13.60522297489632,-4.723862142618839,2
Ascorbic acid,7.547885044657784,-7.353275167879036,0.635044544559354,1
Asenapine,10.28688319830811,-4.157233268113456,-1.8298518678736946,1
Asparagine,8.337164585278698,7.451319629506978,-1.3499886197223774,2
Aspartic acid,0.030338334184688783,0.09046207438457521,-2.269205767780028,0
Astemizole,-14.153184898601854,-3.441243265673224,-2.6955212548693868,3
Asunaprevir,-15.231727891838384,9.386703119945127,-4.614423151694314,3
Ataluren,-6.807659786850508,2.608730380899131,1.2647622605345892,3
Atazanavir,-12.873744925538276,-6.851163181178272,-4.237091862700749,3
Atenolol,-8.148781229780349,-3.473256441266933,2.2831914147554797,3
Atogepant,-2.0161159465938154,6.0863104569396,0.24959280307760126,2
Atomoxetine,0.7480537116376188,-1.2194604704660714,1.3540061648654202,0
Atorvastatin,3.781894546744605,3.8489690097791653,-8.019004952232795,2
Atosiban,2.5125787205300605,-3.9224894341182934,-0.5640674356291393,0
Atovaquone,2.8783507654417626,9.340311112365967,1.2284051478488924,2
Atracurium besylate,-10.954159519651052,-4.441095264014063,-0.9765751441458069,3
Atropine,-8.600471916776256,-3.4845605270244175,4.201459999788595,3
Attapulgite,3.4588196138119502,-0.7905647223186403,-2.1040034481232497,0
Auranofin,-13.124795666931268,-4.255767688716707,-3.6907906801960535,3
Aurothioglucose,-4.191465150860058,-2.9984191206641517,1.4231073259503535,0
Aurothioglycanide,13.85165764933132,-4.291875443503397,-1.6206452379127307,1
Avacopan,-3.265523919751405,2.429198270662651,-6.660499149822234,2
Avanafil,7.474595806509894,7.337959210348117,1.286692004727355,2
Avapritinib,-10.358975642555103,9.01153824039347,-3.807472806841257,3
Avatrombopag,12.717442074342728,-4.452390946962816,-3.6174821542589344,1
Avibactam,-0.2538695443310549,2.770571990352957,5.846482420535952,0
Avobenzone,7.200988622905822,-5.556856417604462,-4.087023971500095,1
Axitinib,6.2947603923375,-1.7822017899879612,-1.5368060598840205,1
Azacitidine,8.841110073094757,-1.223333302370236,-5.366892066175354,1
Azaribine,4.048132248412,-5.76950996181322,-6.121015117497179,0
Azatadine,1.3779597438573559,4.043433069958523,1.7058384128534838,2
Azathioprine,4.272283044871876,5.624149401935927,-4.925283587359533,2
Azelaic acid,-16.460637046492042,7.666073518862267,-3.8125846132040295,3
Azelastine,-2.9876360244489026,0.019229611380199265,-3.076044723900361,0
Azilsartan medoxomil,-5.214100572484879,-5.790971648032714,-1.0261147567437987,0
Azithromycin,-3.0119562140619034,-1.4956305923750568,-1.0758255980072466,0
Azlocillin,-11.522638977976788,-2.081914177983552,-1.5709180814158474,3
Aztreonam,6.557549511797936,0.07959313079676951,-0.6250229616973777,1
Bacampicillin,-4.776703900700621,-3.455628744341692,3.5064274472178374,0
Bacitracin,-9.830199602703592,0.8148370634512495,1.786602157158315,3
Baclofen,-10.034328968025642,0.6355559083445274,0.09328522928411927,3
Baloxavir marboxil,-1.4293101978579021,3.6295739377548797,2.9433560612896277,0
Balsalazide,-8.493365028549803,-4.71095267842924,3.321505311621982,3
Baricitinib,4.5342984509069035,11.141592525575913,-7.9255191040516,2
Barium sulfate,7.4242682125957735,-0.1522518160899312,-0.5064820739318612,1
Bazedoxifene,22.37674166393507,-6.480356281373972,-6.085888690213843,1
Beclomethasone dipropionate,3.509083693872382,2.9733383915758553,3.6961343349286064,0
Bedaquiline,2.848646963054227,-6.583370828117997,0.29441654065542966,0
Belinostat,-2.6106105702586873,2.8133822157720934,-6.635031732491437,2
Belumosudil,12.551821193505177,-5.08728041806806,-6.975661818426853,1
Belzutifan,-12.636755255707987,4.868363975999469,2.2875740443730037,3
Bemotrizinol,7.482672033844469,-1.7378863799398305,-0.33808225097424827,1
Bempedoic acid,-2.79149685803359,0.08614299247436114,-1.3873287784278163,0
Benazepril,-7.729641110813781,-1.64004080379083,-0.4941815996320488,3
Bendamustine,-18.28982125996924,8.416314053695508,-3.9365801216294156,3
Bendazac,-0.6598983386070958,10.996144588576048,0.5702287845720038,2
Bendroflumethiazide,19.19941165864835,0.5517391023611534,3.838371847249034,1
Benfotiamine,-8.42216800259469,-1.9811541817249332,1.714385115016625,3
Benorilate,-5.363782007337954,-5.0103972122225775,2.7555661338926587,0
Benoxaprofen,0.7863500983622427,1.4699022721351553,5.213648483044548,0
Benperidol,-0.009164693849769565,6.007350069498844,2.6694559111931535,2
Benserazide,-10.14888583262417,-4.352114750772833,-0.9412738679165128,3
Benzatropine,-8.038050000146509,-0.5036504036843252,3.4327841027993675,3
Benzethonium,-17.265132195877545,-3.4245928634146594,-2.774763914303576,3
Benzgalantamine,-6.576148628157044,-2.159767352922214,-0.869136473813613,3
Benzhydrocodone,8.296606584750965,-6.6850810153752285,-2.703257177411324,1
Benziodarone,7.441323726319403,13.241200847057193,-3.4350457404501893,2
Benznidazole,10.778980215328913,7.388534667109164,-1.2188805376703522,1
Benzocaine,-14.755611590361186,-1.4202053282051457,2.3890277676324385,3
Benzoic acid,0.6726814076423864,-9.118801424282777,-2.1062597395782707,0
Benzoin,-3.85509768263623,-6.155861657083399,2.1142208916563368,0
Benzonatate,-3.8117979570239573,-1.76289857970668,0.1240081095503376,0
Benzoyl peroxide,19.399010077543057,0.03393840681472969,-3.7935723732898783,1
Benzphetamine,2.71348075215996,9.266132274325788,1.6566888777166329,2
Benzthiazide,-5.7486403070271015,7.50699324135631,-1.7267235995963357,2
Benzydamine,-11.021401945924916,11.880621616020308,-3.3880932860728867,3
Benzyl alcohol,17.32610680386377,-7.38067532215727,3.239716266501729,1
Benzyl benzoate,10.007103160603599,0.15482270622691224,3.7080398026304042,1
Benzylparaben,4.776492945606423,-4.907680613888754,1.7488685305606724,0
Benzylpenicillin,-1.262548954746198,10.933708482997005,-0.2055569019708621,2
Benzylpenicilloyl polylysine,-7.685294115549798,3.1785361235661345,2.5915672641608802,3
Bepotastine,-6.065029140206147,4.406832122753313,5.809507222238866,0
Bepridil,3.206842296781557,0.7547313077746655,-1.7037136047160066,0
Berberine,-18.677232087584688,2.3015520118398545,-1.9017141221102667,3
Berotralstat,-9.0306964010788,11.772106429301086,-0.01132218235800808,2
Besifloxacin,-1.4206711432263261,-2.136627317103268,0.367173440804832,0
Beta carotene,15.599710433857407,-10.19328307093791,-2.6680453182057207,1
Betahistine,-2.8433906393135477,-1.076662203627051,-0.3082106599029573,0
Betaine,7.262527279973115,2.4140109022451033,5.4951954177413604,1
Betamethasone,-8.887643558825163,0.6498472253492145,1.4020536995483723,3
Betamethasone phosphate,-6.492243553141016,-0.23425843913296482,1.3850888921263005,3
Betaxolol,5.156454457193758,1.4597320996393297,2.3016672206344895,0
Betazole,2.4805352480265106,-2.9262306388951482,7.71846964042691,0
Bethanechol,-8.386310499852577,-3.691249630752508,0.23075546279431655,3
Bethanidine,5.100978208216772,6.046374742617767,-2.384572361959777,2
Betiatide,-1.8273986912629696,-1.1667204648047926,5.830295353369062,0
Betrixaban,13.202777923621781,5.787658872183304,-2.971549599711471,1
Betulinic Acid,0.8507550768574359,-3.766617179063983,-2.900975304783222,0
Bexagliflozin,-8.524080012481667,1.0142408725159167,-3.744114335288204,3
Bexarotene,18.25690776557055,-0.47895800111988723,-5.906804618219353,1
Bezafibrate,-0.3050658607847291,-3.1686444242676437,5.240275769742049,0
Bicalutamide,1.321366796500086,10.082429431246224,1.9481966290039199,2
Bicisate,7.607607202555459,-0.5895619533391412,4.710131228485127,1
Bictegravir,-4.572454874546638,-1.2198664540411648,1.8511879346023556,0
Bifonazole,5.572628257850145,1.7060129713926389,2.029448011261674,0
Biguanide,3.339652084037064,2.4222720133017583,5.9968003754884425,0
Bilastine,2.096075493095881,-2.337454902619519,0.5603900386206031,0
Bimatoprost,-10.401763248176323,9.754426252841197,-1.4965727145824312,3
Binimetinib,-3.3907386566181335,6.421814545143673,-2.1566694758399065,2
Bioallethrin,3.7548891433814404,-1.1170140694058095,-1.736867152242867,0
Biotin,-9.828302994276,-1.2628320517840959,4.77550567352183,3
Biperiden,-9.23426993645387,-0.3912012291021132,2.391231512464775,3
Bisacodyl,2.099353411256851,-4.265528008919645,-0.8509112243375847,0
Bismuth subcitrate potassium,-9.471534680241362,0.045497098761439966,0.323779787593377,3
Bismuth subgallate,-6.901408980782513,-6.350486650102915,-2.6080620969824135,3
Bismuth subnitrate,6.794847171929705,-7.389076093226321,-1.8222275534269088,1
Bismuth subsalicylate,12.807796720100676,-6.1223118829970895,-3.866641038483076,1
Bisoctrizole,-4.618847036667409,-3.510231661221014,-1.1252129506220283,0
Bisoprolol,1.3837869750150693,10.844687547656708,0.5629250033669514,2
Bisoxatin,15.46543366803944,-3.2489991868884953,-5.645132425124958,1
Bisphenol A diglycidyl ether,11.277321940987328,-0.31546656732276407,-0.6981674453853779,1
Bithionol,5.7376621976756566,-2.3077869590079603,-5.94669848259845,1
Bivalirudin,-12.066647206629979,7.799276912449411,0.32963593817629716,3
Bleomycin,-4.325136415622536,-1.1678362141219165,-1.3463544325746006,0
Boceprevir,-7.293371465358726,6.515970985563728,-1.2382371007042408,3
Boric acid,3.687241713218712,-7.0410871512856295,-5.118957945955369,0
Bortezomib,-13.373687301613876,-5.039984539588774,-4.4340250150277,3
Bortezomib D-mannitol,-6.197695392319331,-6.618704303966316,-1.9748599061000676,3
Boscalid,21.49279118902922,-4.49235567143476,2.206492858242944,1
Bosentan,1.5171470362054003,-3.736199648313546,1.3445641977192841,0
Bosutinib,6.041212362432881,4.423160218121318,-2.923734474945357,2
Bretylium,-8.656558744720195,-2.3041371860264532,-0.989108173073458,3
Brexanolone,7.7467918089950665,1.9572686180242433,-0.1249465450056862,1
Brexpiprazole,-13.108569803960897,3.5693112853240656,-0.8088005855840865,3
Brigatinib,-4.762986067493231,3.019920101749987,-3.2484726937039765,3
Brilliant blue G,-14.008206218265935,-4.932281107102477,-4.268957168561661,3
Brilliant green cation,4.871354906566183,-1.9152435059162596,-2.7532037324025675,1
Brimonidine,2.573909924516708,-2.672753041492615,4.199425128462707,0
Brincidofovir,2.486858977214135,-3.5318129019850435,-0.23753027085972542,0
Brinzolamide,-0.9006897938612806,-4.038345359305103,2.1861862151151614,0
Brivaracetam,4.473506663054328,5.749576363994089,7.839757996836523,2
Brivudine,10.824020327398099,-8.440124316724336,-2.0336190464147665,1
Bromazepam,-0.3821824418143688,-4.096896460479249,-2.083642748353523,0
Bromfenac,-11.095816591547212,-4.1355583227300565,0.23607903550526618,3
Bromhexine,15.427745737388415,2.995677349264758,-0.9641426005463587,1
Bromocriptine,5.232436283902496,0.26507587353259293,1.3888337532433652,0
Bromodiphenhydramine,1.5117503991743204,1.3846375778843858,-0.05480731647548223,0
Bromothalonil,-6.411623002822476,-3.446492476284865,1.9711115258296115,3
Bromotheophylline,-0.37272306514930087,-1.204872868861177,6.820167564774373,0
Bromperidol,-9.231297392292769,-2.360908704198373,1.5440296811105347,3
Brompheniramine,8.578146654339724,4.691602185748193,-3.9268135290153956,1
Bronopol,15.71922797086539,2.7993122376910478,0.3994552326191649,1
Bucetin,0.005115642739577744,-1.208133481786924,5.973872088836654,0
Buclizine,24.832699155372463,-1.8239494986296998,-5.829182438695272,1
Budesonide,-2.2483632303408343,0.3779531814728456,3.469838014212746,0
Bufexamac,0.9403547741711862,-0.29698717008733083,-1.4611616467917716,0
Bumadizone,4.982258448201233,-0.9388957867559288,6.523729492157953,0
Bumetanide,9.090536562870113,7.3775578794028265,0.6662672485157485,2
Bupivacaine,-9.067158108834338,3.701536857205521,2.164255475227474,3
Buprenorphine,7.15355276164501,-0.6390292967900576,4.3130446816434524,1
Bupropion,-1.2226288344451157,7.929260680154964,1.5003829858448183,2
Buspirone,-5.235943062075772,0.13797172863837248,3.4798539214805557,0
Busulfan,0.9211789855617142,-0.42095492641801746,4.089044487469641,0
Butabarbital,-7.23128493570227,-2.296502699036056,-3.1965499944224396,3
Butacaine,-7.1095143104260625,-2.1817830356365153,-0.6900285506596221,3
Butalbital,-13.345525527050436,-1.0367780068356742,0.38598484087606205,3
Butamben,-9.32126404592805,-1.730679614912963,0.6935906799406,3
Butaperazine,8.590307739707558,2.6519534342982416,2.8772251512719964,1
Butenafine,-6.489350539002596,-1.390284843060332,-1.1186974868417199,3
Butobarbital,-10.262656689134625,-0.9010511417696212,0.8368827438443813,3
Butoconazole,6.2094916901044375,7.360784700464294,-5.257011648996785,2
Butorphanol,-5.441980398608749,3.413310834922038,3.1464884707664824,0
Butylene glycol,6.135964640609657,5.593334714000636,6.8640008148320915,2
Butylparaben,3.7720614814872593,-3.978504024319199,-0.34609676700696,0
Butylscopolamine,-11.446917505080828,-4.127967674402863,-0.29061084946116766,3
Cabazitaxel,-10.119529371842184,-5.750901008299459,-5.520914906216306,3
Cabergoline,5.792602984015356,-2.2764522483120704,3.164216491536896,0
Cabotegravir,-16.360848897963486,7.442771705330661,-3.2406328271721185,3
Cabozantinib,-12.990664517069106,10.562838361891627,-2.3918917898582537,3
Caffeine,-2.6639688077416612,-3.650504040310935,3.620004545339034,0
Calcifediol,15.173164557493303,-12.298129876519797,-3.6503761363743608,1
Calcipotriol,2.7237775469037215,-4.334518983054399,-3.6576673510445543,0
Calcitriol,15.077291784757337,8.893956495111034,-4.2618342596335665,1
Calcium Phosphate,9.276060655609182,-0.49452341851466275,0.824167093625013,1
Calcium acetate,12.51963385267478,0.47352618792468143,1.7802669106959768,1
Calcium ascorbate,-4.988720461332989,-10.806615839096134,-3.1206348733895033,0
Calcium carbimide,8.038092852714419,-3.647476690134568,1.7787175148137295,1
Calcium carbonate,11.370453214529629,-2.0732067991212286,0.5130272734553055,1
Calcium chloride,10.476950611742462,-1.2133296641778872,-1.3003639182815614,1
Calcium citrate,7.792090042482389,0.14061455639492718,7.1268706717555865,1
Calcium glubionate anhydrous,-14.139929089278958,-4.320064711200784,-2.493989433635821,3
Calcium glucoheptonate,-11.028103944588496,-3.7051752336583355,-0.4660114638912365,3
Calcium gluconate,8.342182136465718,-3.9564231939010366,-8.743829361673422,1
Calcium glycerophosphate,5.311910215830496,-0.7832169003675142,6.17132306385061,0
Calcium lactate,5.731663091667237,2.0459001357242625,4.8854598891198044,0
Calcium levulinate,9.817455572233365,2.0166064940366653,4.604667948390251,1
Calcium phosphate dihydrate,8.362987502218544,2.761409209990164,0.6203653800413402,1
Calcium saccharate,-1.6409803818662076,0.9891174335197234,-2.259558716129607,0
Calcium threonate,6.383214624962045,0.2206082639735142,-3.8925336527398136,1
Calcium undecylenate,-6.802796667850097,-6.777870866308262,1.165131318909848,3
Camphor,5.508820787752455,0.5698790051938691,3.3940499516933507,0
Canagliflozin,20.99081656388675,-9.90574382664422,-6.631599739064483,1
Candesartan cilexetil,4.006139270182672,-2.1659529495768086,-4.280372821073511,0
Candicidin,-12.273126300641518,-4.22182833065917,-1.1270171583214172,3
Cangrelor,-12.8567744690146,-6.0894063631824356,-2.258258182776895,3
Cannabidiol,-9.470688305313205,-4.395982377328206,0.0020261010895781927,3
Canrenoic acid,-3.5227940379372567,0.7592497471832371,3.644649284266713,0
