,PC1,PC2,PC3,kmeans_cluster
Acetohydroxamic acid,12.210937297183786,-0.2760611972304035,0.5961076666662223,1
Acetomenaphthone,8.401495263020813,-0.6285614952564893,3.285425645823999,1
Acetophenazine,-1.791840155780358,2.3068724505312637,3.1935914817275806,0
Acetyl sulfisoxazole,1.8894190476042332,-1.8669092774847333,6.746725206645825,0
Acetylcarnitine,-2.2152396297367463,-5.79830886907332,-2.1004430532829512,0
Acetylcholine,-9.670782662293204,-3.802175566914769,-0.3835706699303945,3
Acetylcysteine,18.270725893216074,3.2111165355754756,-2.7057984938331066,1
Acetyldigitoxin,-19.031182500697863,-2.8297109641080906,-2.304528196883036,3
Acetylene,6.750860848322383,-5.029675290275204,-1.737134245463783,1
Acetylsalicylic acid,-0.26288988616399556,9.14941849445716,2.5934149613398194,2
Acipimox,-11.879042985636483,-5.30253541513702,-0.5692987919801161,3
Acitretin,11.729740906062036,-11.062248238522663,-4.046242798524678,1
Aclidinium,-12.723023169533734,-1.0830091865392273,-0.8933196492435984,3
Acrivastine,2.269181211393895,-3.2777921852888188,-0.8554011396673513,0
Activated charcoal,5.337550597061074,-7.064731356352563,4.207034398527367,0
Acyclovir,18.23788289624937,3.742602729851501,0.01748848156074304,1
Adagrasib,-5.862731900884795,1.3252442080730218,-6.503372609357942,3
Adapalene,1.528355015385892,-5.883779768335174,-3.468484115487943,0
Adefovir dipivoxil,-4.051362738581409,-0.6970645215547802,-0.6039939183854216,0
Ademetionine,-7.503640217913283,-5.416414292371179,1.9067189783498695,3
Adenine,16.645340075642228,-2.273469089922249,-1.8441244456774377,1
Adenosine,-14.07669824560014,3.271908409279639,-2.985763929384481,3
Adenosine phosphate,-11.603385519807418,-3.047810345056589,-0.7266908212007032,3
Adiphenine,5.53358089797466,0.09891085566187403,8.750872713118236,0
Afamelanotide,-14.028520278600986,-1.9626728683456112,2.191720347081672,3
Afatinib,-9.80931616956208,-5.911148051900989,-3.986920793389761,3
Agomelatine,16.0120103007058,10.48938986476009,-1.8853053765545023,1
Ajmaline,8.796376037870951,1.8988193224561478,2.378205991987842,1
Alatrofloxacin,-9.398682450963815,7.3729806407084295,1.0651086637207106,3
Albendazole,-3.8731000543438876,-1.6400981457012929,-3.826168419944776,0
Albuterol,-4.703340554054697,-0.6295723510874851,2.590962271216598,0
Alcaftadine,9.705671958582606,1.752747314940092,0.5915533143171631,1
Alclofenac,4.372407117583901,-1.7956872167410038,6.450953543739157,0
Alclometasone,0.16336287326490037,-2.5352014190646637,3.0631837700844042,0
Alcloxa,4.340825933769009,3.37564704739115,4.758464249956512,0
Alectinib,-7.9024301111943585,10.510212761805724,-4.033726677091843,2
Alendronic acid,-7.827020677289374,-5.6826039996076245,-0.3150714584272664,3
Alfacalcidol,20.3828767440894,-2.6288728072008967,-8.563478602050141,1
Alfentanil,5.0855311628217965,-2.316820718383842,3.7482176839313324,0
Alfuzosin,-4.5359297740479665,-2.7611746495927973,0.9811524359435984,0
Alimemazine,-14.545507106818578,-5.1368684594466885,-3.7827354001610294,3
Aliskiren,-4.363309675218182,5.685603192271194,6.1541038982658325,0
Alitretinoin,12.056476980190036,-9.055648147907343,-2.9675145755476047,1
Allantoin,1.4474751648977362,-3.1103021122269734,5.478452404776769,0
Alloin,1.7132607109752873,-8.28956444346333,-5.368545972831136,0
Allopurinol,6.507846609246761,10.081896802735013,-0.20078956757435784,2
Almasilate,14.10310243070207,3.413225674469902,-5.437713084000514,1
Almitrine,-16.91597327532651,8.100748381986861,-3.343139972076925,3
Almotriptan,5.87631038742791,1.045110393777964,5.476565524271169,0
Alogliptin,-1.2144369392781382,0.6131025302523536,1.8373228246574769,0
Alosetron,-0.37426955806891266,0.6151663694796262,-3.4563048589070835,0
Alpelisib,-6.826457990960923,14.89215998734548,-5.8984510251013615,2
Alprazolam,-9.42607446570763,-6.200028374776313,-4.7564529617525055,3
Alprostadil,-9.188863715226704,-3.014876641391872,-0.6039728191671219,3
Altretamine,-3.634355133311901,-2.875513504750301,3.9972079295931717,0
Aluminium,2.807256562269099,-1.5589721521607245,5.651448918225311,0
Aluminium phosphate,11.236568975049357,0.9814793711360796,-0.01128977335779903,1
Aluminum acetate,11.00740977867443,2.0234681151874905,-3.6766429669358542,1
Aluminum chloride,13.490340217627777,-3.564189420190921,-0.19049504117455954,1
Aluminum chlorohydrate,7.758578642735169,-1.7874455809291165,-4.539663858892284,1
Aluminum hydroxide,8.433461790528849,-4.224522074618818,-5.881662340317459,1
Aluminum oxide,13.31826683078201,-5.071443791175016,-2.8445138191870134,1
Aluminum subacetate,1.699950647125677,-0.009415698923875105,6.129180348167295,0
Aluminum sulfate,14.868240716808836,1.9898599784194968,-0.9512171960108085,1
Aluminum zirconium octachlorohydrex gly,3.3052458138197287,-0.5147783970743319,5.01946736889348,0
Alverine,6.177563945662911,5.147106363980819,4.6015433319963295,2
Alvimopan,11.395885747513695,3.119211363955813,6.841370006482892,1
Amantadine,1.8870562024894648,12.443769799742155,-2.1345513150661124,2
Ambenonium,-0.8249465149516886,-2.5797377460274733,1.8556682085530332,0
Ambrisentan,-12.727823385312952,1.7656842886262822,-4.2562472065760515,3
Ambroxol,2.416506874381016,10.708517868341023,4.419088572932518,2
Amcinonide,-5.098397992646335,1.0393459098889772,2.2226348127184963,0
Amifampridine,13.797194794116011,4.489236210789048,-0.2413223526231832,1
Amifostine,-10.241306738729214,-5.43406630775601,-0.6365103620447522,3
Amikacin,-15.22404123766224,-0.6622807282905497,-1.6701986533879822,3
Amiloride,0.8974351854933836,13.651158315977497,4.5661871289392595,2
Amiloxate,9.503887117803169,2.735193529040161,-2.6553846771264333,1
Aminobenzoic acid,3.832419192845293,0.9443457069945959,6.900078435104813,0
Aminocaproic acid,-11.756278001991872,9.323351422332003,-4.67876348746003,3
Aminoglutethimide,-2.905956463910511,1.2414381708217872,3.2295081512496244,0
Aminohippuric acid,-11.962603597147838,-0.993873192048874,1.086695229549569,3
Aminolevulinic acid,-6.07149112034638,11.037861152742016,-1.86013002124872,2
Aminometradine,4.9729955734114855,-2.4424657337544344,5.964234413185277,0
Aminophenazone,6.1916997840678105,9.005574232557835,1.7082789347960905,2
Aminophylline,-4.124598828154408,-1.9275285352062164,4.5237783346998555,0
Aminosalicylic acid,-5.00166064271438,0.16993050352247177,5.209805381888917,0
Amiodarone,13.47253228053322,8.275528436942047,-5.5181835321623405,1
Amisulpride,-8.535223880796996,-1.6883272566390624,-1.4490024483857673,3
Amitriptyline,14.214139080933723,6.275502926230922,-4.848226005805478,1
Amitriptylinoxide,1.9129080811466017,-5.48306548510244,-4.377724202252896,0
Amlexanox,-5.596730718328261,0.9291097530153796,-1.500377343949301,3
Amlodipine,-5.850001413086555,4.122527710156343,0.553769859868622,3
Ammonia N-13,13.85219456197295,-3.1697984592815063,4.3555100237808615,1
Ammonium carbonate,13.754677900046955,-3.4982851253763942,1.4969572262794488,1
Ammonium chloride,13.712636104730676,-2.6987022933400824,-2.8162747376772823,1
Ammonium lactate,4.9227718621157575,2.056285394079821,5.160704264235885,0
Amobarbital,-3.047351830939463,-2.3222575421428067,3.459411958623586,0
Amodiaquine,3.0539649285218053,4.800611095248445,2.9860340246528647,2
Amorolfine,3.3683939477245772,1.5960990227574958,1.5231032547082237,0
Amoxapine,-2.96309623790276,2.8706507196446407,-0.923498385715173,0
Amoxicillin,-6.278615330201545,0.3430388065984574,5.197219619424976,0
Amphetamine,-2.187790908214014,-2.747134885173503,1.9858431260274667,0
Amphotericin B,-11.446433660908397,-0.23263068268305676,2.290325026974616,3
Ampicillin,-10.907410577905381,-1.870446051607238,0.9837117266005613,3
Amprenavir,-5.1723017426806095,-3.2101455268143835,-2.4869540519659203,3
Amrinone,7.964392464153725,-3.743859920797935,-5.1135177805230425,1
Amsacrine,12.428561351665438,-1.4664895218792977,-2.324968743655243,1
Amyl Nitrite,8.56220331271668,1.7496918703027127,4.929242275628096,1
Amylmetacresol,4.168299267956472,0.04392535256350544,1.0371715889920803,0
Amylocaine,11.623884783347226,6.9241981102902015,4.206621872071242,1
Anagrelide,15.447768578125716,-4.411859705553632,-1.5403160585457194,1
Anastrozole,-4.21251855647985,5.375187333926007,5.027431984606121,0
Anethole,8.546111737572327,-11.006400163181278,-5.7600456799862085,1
Anethole trithione,13.713224292749825,-11.015048681047219,-2.7390950703153987,1
Anileridine,0.6817047368021505,2.488907788101556,4.20947136459266,0
Anisindione,1.6146846055846706,-1.6628679037278429,0.22374171163211082,0
Anisotropine methylbromide,7.098860791352329,-2.302359993345579,3.908329694226521,1
Antazoline,9.271921028157013,1.0188270689829655,1.579673931632373,1
Anthralin,21.252786480704934,-6.9972859660540925,-8.507705067644956,1
Antipyrine,1.1925401958296797,4.72765809848261,6.186690050341287,2
Antrafenine,2.636148046487706,-0.05477963258863029,-1.7643030471601293,0
Apalutamide,6.012043662687784,10.927881211791698,-2.3043844474661914,2
Apixaban,2.695065478213724,4.247668018303738,-3.9708119817273784,2
Apomorphine,-0.09906302774651604,-5.412297416913178,-2.5432926894291032,0
Apraclonidine,5.268341026599961,3.842504128211729,5.813730505316001,2
Apremilast,5.171241294574709,-3.115263788237999,-0.741218235676603,0
Aprepitant,-7.724571092167573,-2.010703361358296,-0.8499432386515516,3
Aprocitentan,-4.12261839343253,-2.4536478466205955,-5.452622254540166,0
Apronalide,8.323489009196413,-5.062289664542667,-1.6474015520218885,1
Arbutamine,-8.08635594576226,-3.717012764822285,-1.191813864159427,3
Arbutin,-15.43165909293342,9.38756087868132,-2.8085382653178788,3
Arformoterol,-3.247442666509904,0.09312407365361752,-0.6740927831099486,0
Argatroban,-2.9329501916147236,2.616579474757225,4.240755454050385,0
Arimoclomol,3.013974252623548,-4.092814563211292,-6.010179634127615,0
Aripiprazole,-6.51907642891489,-3.841506729960383,-0.17560789685939304,3
Aripiprazole lauroxil,-1.5969798145417877,0.16656430096001448,-2.946291748628472,0
Armodafinil,-17.28686746490714,3.4182760324375594,0.03904333937710108,3
Arsenic trioxide,-9.196337969568914,-5.006988985357853,1.1292677042556882,3
Artemether,-10.914731892106207,-0.9979226877899654,-1.24376848513615,3
Artemotil,-10.382396060748171,0.860424781190055,-0.13744182720313833,3
Artenimol,-3.370330718094181,1.0478017525769627,1.432968426740422,0
Artesunate,-6.170278784064689,3.3461777380912134,-2.792381344464664,3
Articaine,-4.915390442468741,-1.0032500064233083,1.1960129480237107,0
Arzoxifene,4.9107338830116785,-2.61895400022299,-3.074442640892077,1
Asciminib,-4.950636313654185,13.60522309504339,-4.723923834971916,2
Ascorbic acid,7.547885044600928,-7.3532750592475,0.6350168214995826,1
Asenapine,10.286883198419744,-4.1572320834069645,-1.8299234559274158,1
Asparagine,8.33716458575893,7.45132183353834,-1.3502547898603519,2
Aspartic acid,0.030338334377508745,0.09046238839711954,-2.2692510837679274,0
Astemizole,-14.153184898745998,-3.4412440526361245,-2.695463022436955,3
Asunaprevir,-15.23172789177164,9.386703163274351,-4.614389912462315,3
Ataluren,-6.8076597872750675,2.608728169273412,1.2647834313150204,3
Atazanavir,-12.873744925730238,-6.851164176053738,-4.23700178295969,3
Atenolol,-8.148781229678717,-3.4732558838216105,2.2832456727177837,3
Atogepant,-2.016115946312403,6.08631171071618,0.24941662410509569,2
Atomoxetine,0.7480537118914802,-1.2194592879920962,1.3538654547469762,0
Atorvastatin,3.781894546713822,3.8489686898505977,-8.018928492376128,2
Atosiban,2.5125787206404344,-3.922488169159729,-0.5641669267223848,0
Atovaquone,2.878350765604625,9.340311592973341,1.228328624430773,2
Atracurium besylate,-10.954159519642952,-4.441095559028306,-0.9765498945321448,3
Atropine,-8.600471916959352,-3.4845609121074763,4.201609853482515,3
Attapulgite,3.4588196134637808,-0.7905663695199449,-2.1038190333885725,0
Auranofin,-13.124795666884138,-4.25576768437481,-3.690745884457675,3
Aurothioglucose,-4.191465150765815,-2.998418659412859,1.4231898811845105,0
Aurothioglycanide,13.851657649033466,-4.291876434971555,-1.6205701564072879,1
Avacopan,-3.2655239196043526,2.429198792360711,-6.660539183944559,2
Avanafil,7.474595806791192,7.337959872074633,1.2865876321036678,2
Avapritinib,-10.358975642567872,9.011538208818468,-3.8074128378792347,3
Avatrombopag,12.71744207418386,-4.4523911956600495,-3.6175827692451925,1
Avibactam,-0.25386954462330014,2.770570352616941,5.846517852353383,0
Avobenzone,7.200988622832217,-5.556856813461232,-4.087031912952775,1
Axitinib,6.294760392652898,-1.782200104755809,-1.5369275482206053,1
Azacitidine,8.841110073029697,-1.223333496751912,-5.36672445593987,1
Azaribine,4.0481322487001545,-5.769508602902817,-6.121118049011607,0
Azatadine,1.377959743728684,4.043432790906173,1.705841523290611,2
Azathioprine,4.272283044849199,5.624148401447498,-4.925162109370369,2
Azelaic acid,-16.46063704659585,7.666073186928768,-3.8125524239444992,3
Azelastine,-2.9876360245131375,0.01922944668609611,-3.0759972425892435,0
Azilsartan medoxomil,-5.214100572273207,-5.790971356091354,-1.0261734722368436,0
Azithromycin,-3.0119562139733143,-1.4956304142572128,-1.0758735586563577,0
Azlocillin,-11.522638977981046,-2.081914366788721,-1.5709806619786093,3
Aztreonam,6.557549511643392,0.07959227094745783,-0.6249495093651147,1
Bacampicillin,-4.776703900688747,-3.4556286888281598,3.50642386185349,0
Bacitracin,-9.830199602685854,0.8148366856225084,1.7866177849086449,3
Baclofen,-10.034328968090238,0.6355554459220377,0.09329369911773219,3
Baloxavir marboxil,-1.4293101976789608,3.6295744738178466,2.9431460268711436,0
Balsalazide,-8.493365028784645,-4.71095339607368,3.3214757073862877,3
Baricitinib,4.534298451081804,11.141593533764008,-7.925853073605658,2
Barium sulfate,7.424268212504618,-0.15225264621634102,-0.5063889230784433,1
Bazedoxifene,22.37674166414573,-6.480355168704309,-6.085919198958287,1
Beclomethasone dipropionate,3.509083693779458,2.9733381983941505,3.6962495285884125,0
Bedaquiline,2.8486469631704194,-6.583369901773468,0.2943628526008124,0
Belinostat,-2.6106105701196523,2.813382848882213,-6.6351406403685615,2
Belumosudil,12.551821193389245,-5.087280936894822,-6.975763888012643,1
Belzutifan,-12.636755255585596,4.868364598248836,2.2875171874131515,3
Bemotrizinol,7.482672033902745,-1.7378866595722078,-0.33809558709215476,1
Bempedoic acid,-2.791496857713112,0.08614433409119482,-1.387420548977259,0
Benazepril,-7.729641110581811,-1.6400399423318346,-0.4942416893205888,3
Bendamustine,-18.28982126012961,8.416313391006149,-3.9365475490078508,3
Bendazac,-0.659898338234336,10.996146212533509,0.570139661736933,2
Bendroflumethiazide,19.199411658386428,0.5517377127247498,3.8383690916976523,1
Benfotiamine,-8.422168002545893,-1.9811540008904296,1.7144026513129629,3
Benorilate,-5.363782007520436,-5.01039819701913,2.7555582007338435,0
Benoxaprofen,0.7863500984298784,1.469902355578297,5.213555446605685,0
Benperidol,-0.009164693853554116,6.007350755823781,2.6694859424475554,2
Benserazide,-10.148885832678438,-4.352115457749145,-0.941321070605883,3
Benzatropine,-8.03805000023639,-0.503651104414559,3.432754018236735,3
Benzethonium,-17.26513219599791,-3.4245933621961,-2.7746465396361524,3
Benzgalantamine,-6.576148627868941,-2.1597659711613963,-0.8691907372979678,3
Benzhydrocodone,8.296606584624952,-6.6850818514139565,-2.7032522293837147,1
Benziodarone,7.441323726493864,13.241202168215201,-3.4350089795938956,2
Benznidazole,10.778980214799214,7.388532833643663,-1.218837750559345,1
Benzocaine,-14.755611590387634,-1.4202056438828488,2.3889897852337434,3
Benzoic acid,0.6726814075143174,-9.11880173601466,-2.1063401538281568,0
Benzoin,-3.855097682618888,-6.155861830023482,2.11417759164588,0
Benzonatate,-3.811797957111803,-1.7628993297178226,0.1239603850614735,0
Benzoyl peroxide,19.399010077456932,0.03393811987027705,-3.7936056950616597,1
Benzphetamine,2.7134807518716744,9.266131086775998,1.6566678849452423,2
Benzthiazide,-5.748640306679591,7.506994723824628,-1.7267734264528254,2
Benzydamine,-11.0214019459375,11.880621556821978,-3.3880652857824387,3
Benzyl alcohol,17.32610680380259,-7.380674644830847,3.2396243564307863,1
Benzyl benzoate,10.007103160590598,0.15482314611301326,3.7079925984678055,1
Benzylparaben,4.776492945477632,-4.907681309962788,1.7487826851173778,0
Benzylpenicillin,-1.2625489545180177,10.933709849448096,-0.205608979048161,2
Benzylpenicilloyl polylysine,-7.685294115599598,3.1785355363397154,2.591445809505518,3
Bepotastine,-6.065029140204924,4.40683213343719,5.809386709649295,0
Bepridil,3.206842296698735,0.7547313650986015,-1.7036945546856626,0
Berberine,-18.677232087720064,2.3015512811366126,-1.9016789311458027,3
Berotralstat,-9.030696401106061,11.77210636545595,-0.011311937280967722,2
Besifloxacin,-1.4206711429964902,-2.136626402701842,0.3671380317567163,0
Beta carotene,15.59971043372741,-10.193282749227398,-2.6680221659805587,1
Betahistine,-2.843390639077293,-1.0766613845668793,-0.30818672397931457,0
Betaine,7.262527280058935,2.414011172594793,5.495116642633324,1
Betamethasone,-8.887643558743093,0.6498472996473853,1.4020101707953037,3
Betamethasone phosphate,-6.492243553114661,-0.23425839256030037,1.3850396065354385,3
Betaxolol,5.156454457494144,1.4597334124119439,2.3016177078961095,0
Betazole,2.48053524785037,-2.926231356739715,7.7185074125297675,0
Bethanechol,-8.386310499657695,-3.6912486692303093,0.23077247105106924,3
Bethanidine,5.100978208234033,6.046375179645291,-2.384571976329918,2
Betiatide,-1.8273986913665072,-1.1667207243918618,5.830373408505215,0
Betrixaban,13.202777923595665,5.787659360036557,-2.9717562952358305,1
Betulinic Acid,0.8507550768089848,-3.7666174614922165,-2.9009072745482714,0
Bexagliflozin,-8.524080012763005,1.0142393534579373,-3.743964544447496,3
Bexarotene,18.256907765833393,-0.4789564680449921,-5.907018321037085,1
Bezafibrate,-0.3050658607830833,-3.1686442677319473,5.240202436764631,0
Bicalutamide,1.3213667967609384,10.082430289566332,1.9481697006774712,2
Bicisate,7.607607202421234,-0.5895624930005917,4.710211728131351,1
Bictegravir,-4.572454874416388,-1.2198659153292972,1.8511275795221398,0
Bifonazole,5.572628258074868,1.706013672572257,2.029235938105897,0
Biguanide,3.3396520840443245,2.422271988367559,5.996830417228736,0
Bilastine,2.096075493088272,-2.337454882395069,0.560375584285095,0
Bimatoprost,-10.401763248053872,9.754426990372773,-1.496528287847383,3
Binimetinib,-3.390738656676376,6.421814610087415,-2.1569368937394846,2
Bioallethrin,3.7548891432915443,-1.1170146503972709,-1.7367766494661976,0
Biotin,-9.82830299450331,-1.262832660542071,4.775553010262133,3
Biperiden,-9.234269936356615,-0.3912011092979399,2.3912103978850934,3
Bisacodyl,2.099353411379664,-4.265527489895919,-0.8509054282582758,0
Bismuth subcitrate potassium,-9.471534680328668,0.04549654382754277,0.3237789996663726,3
Bismuth subgallate,-6.901408980741904,-6.350486596870782,-2.608092409882765,3
Bismuth subnitrate,6.794847171867762,-7.389075724311727,-1.8221855649628085,1
Bismuth subsalicylate,12.80779672015086,-6.122311343782315,-3.8666478197537115,1
Bisoctrizole,-4.618847036679527,-3.5102316245107135,-1.1252256280867445,0
Bisoprolol,1.38378697519767,10.844688333076393,0.5629169720201881,2
Bisoxatin,15.465433668279786,-3.2489977495031885,-5.6451870018425705,1
Bisphenol A diglycidyl ether,11.27732194105479,-0.31546690576303604,-0.6981283756970145,1
Bithionol,5.737662197705909,-2.307786521436898,-5.946592894611669,1
Bivalirudin,-12.066647206475317,7.799277312149039,0.329579526101958,3
Bleomycin,-4.325136415523919,-1.1678362078656686,-1.3462874506091547,0
Boceprevir,-7.293371465138243,6.515971574124576,-1.238238900412664,3
Boric acid,3.6872417132710504,-7.041087035729141,-5.11903144557546,0
Bortezomib,-13.373687301681084,-5.039984902783501,-4.433914098215404,3
Bortezomib D-mannitol,-6.197695392445281,-6.618704513531792,-1.9747641770219295,3
Boscalid,21.492791188855307,-4.492356141860507,2.2065311062975503,1
Bosentan,1.5171470365145234,-3.7361985469522683,1.3445252209877165,0
Bosutinib,6.041212362293745,4.423159521988694,-2.9238247653210787,2
Bretylium,-8.656558744563867,-2.3041363928561407,-0.9891572317148696,3
Brexanolone,7.746791809068106,1.9572689827436707,-0.1249431471742311,1
Brexpiprazole,-13.108569803988622,3.5693110606844054,-0.8087715156970658,3
Brigatinib,-4.76298606770791,3.0199195651774438,-3.2485286680693632,3
Brilliant blue G,-14.008206218315252,-4.932281521500189,-4.268894742882542,3
Brilliant green cation,4.871354906585219,-1.9152439114812227,-2.7531442502601684,1
Brimonidine,2.573909924390267,-2.6727527788146683,4.199502094674104,0
Brincidofovir,2.486858977082389,-3.5318138639362298,-0.23751361805587204,0
Brinzolamide,-0.9006897939446269,-4.038345335772941,2.186336570119523,0
Brivaracetam,4.473506663057299,5.749576200137966,7.839790149265317,2
Brivudine,10.82402032783244,-8.440122446768699,-2.033709614912966,1
Bromazepam,-0.38218244182327044,-4.096896367090632,-2.083550395310947,0
Bromfenac,-11.095816591539014,-4.135558128064758,0.23612251353843067,3
Bromhexine,15.427745737301375,2.995676350136534,-0.964031899641852,1
Bromocriptine,5.232436283678546,0.26507469140872786,1.3889232151287616,0
Bromodiphenhydramine,1.5117503993425574,1.3846382973869138,-0.0548204707991997,0
Bromothalonil,-6.411623002818779,-3.4464924343019567,1.9711015264323786,3
Bromotheophylline,-0.3727230652722821,-1.2048738196898474,6.820147681688989,0
Bromperidol,-9.231297392276389,-2.360908705614294,1.5440053675132948,3
Brompheniramine,8.578146654043529,4.69160144678894,-3.9266427269417408,1
Bronopol,15.71922797039722,2.799310965500653,0.39957068322890515,1
Bucetin,0.005115642408035485,-1.2081350293604316,5.974018100965833,0
Buclizine,24.832699155546123,-1.8239492046370753,-5.829268955768156,1
Budesonide,-2.248363230403767,0.3779531033879828,3.469881496614391,0
Bufexamac,0.9403547741993491,-0.2969868657156978,-1.461258121905799,0
Bumadizone,4.98225844819799,-0.9388961247199873,6.523758537137324,0
Bumetanide,9.09053656299685,7.377558557264616,0.6662484607526349,2
Bupivacaine,-9.06715810876349,3.7015368858714672,2.1642512302904646,3
Buprenorphine,7.1535527615711425,-0.6390298827256988,4.313102809920073,1
Bupropion,-1.2226288344271476,7.929261199150542,1.5004183652478884,2
Buspirone,-5.235943062256852,0.13797113003584255,3.479924867753662,0
Busulfan,0.9211789858073088,-0.4209540015379961,4.0889079991300985,0
Butabarbital,-7.231284935491422,-2.2965018520267897,-3.1966474782833605,3
Butacaine,-7.109514310446034,-2.1817832017893934,-0.6900773878688945,3
Butalbital,-13.345525527124078,-1.0367783919758848,0.38598633199850657,3
Butamben,-9.321264046018607,-1.7306800338577433,0.693637198020266,3
Butaperazine,8.590307739585564,2.6519535438828363,2.8772847736942,1
Butenafine,-6.489350538861232,-1.3902846933439774,-1.1187211327620443,3
Butobarbital,-10.262656689147223,-0.9010512096758251,0.8368470255169581,3
Butoconazole,6.209491689818868,7.360783179358006,-5.256923319724436,2
Butorphanol,-5.44198039851278,3.413311026275577,3.1463436934550777,0
Butylene glycol,6.135964640705427,5.5933345653453115,6.86396213121674,2
Butylparaben,3.7720614816080755,-3.9785040534553513,-0.34611832688701194,0
Butylscopolamine,-11.446917505177602,-4.127968362822726,-0.2906046739077571,3
Cabazitaxel,-10.119529371865532,-5.750900878186352,-5.52087096423924,3
Cabergoline,5.792602984099136,-2.2764515323933168,3.164260116718429,0
Cabotegravir,-16.360848897946155,7.442771944011029,-3.240657088569592,3
Cabozantinib,-12.990664517323893,10.562837561845987,-2.391902548237549,3
Caffeine,-2.6639688075622514,-3.650503227260457,3.619894680978024,0
Calcifediol,15.173164557469438,-12.29813033182992,-3.6503463023356924,1
Calcipotriol,2.7237775468363474,-4.334519706285946,-3.6575406615376806,0
Calcitriol,15.07729178476643,8.893956199999094,-4.2617159129913444,1
Calcium Phosphate,9.27606065567513,-0.49452366651969376,0.824162452918783,1
Calcium acetate,12.519633852459437,0.47352526531595784,1.7803716905139018,1
Calcium ascorbate,-4.988720461514447,-10.806616542522445,-3.1205992174368493,0
Calcium carbimide,8.038092852615298,-3.647477373626181,1.778684664055244,1
Calcium carbonate,11.370453214481437,-2.0732075205747322,0.5130393057564114,1
Calcium chloride,10.476950611684904,-1.213330718161075,-1.3003162410811788,1
Calcium citrate,7.792090042405907,0.1406138020756862,7.126929838000975,1
Calcium glubionate anhydrous,-14.13992908941263,-4.320065458686085,-2.493927434736999,3
Calcium glucoheptonate,-11.028103944586343,-3.7051753293344922,-0.466036530021162,3
Calcium gluconate,8.34218213665899,-3.9564220996895,-8.744018556252591,1
Calcium glycerophosphate,5.311910215851305,-0.7832169296627104,6.17131102787965,0
Calcium lactate,5.731663091581669,2.0458996893235284,4.885517228605318,0
Calcium levulinate,9.817455572089962,2.0166053847542504,4.604767821776006,1
Calcium phosphate dihydrate,8.362987502247261,2.7614086793346004,0.620397597668623,1
Calcium saccharate,-1.6409803814989163,0.9891191448827753,-2.259662747556892,0
Calcium threonate,6.383214624913142,0.22060728209758232,-3.892506839921503,1
Calcium undecylenate,-6.802796667897604,-6.7778708343057215,1.1650557933411763,3
Camphor,5.50882078779054,0.5698793252716489,3.3941433518438595,0
Canagliflozin,20.99081656386088,-9.905743974646796,-6.6314370288701605,1
Candesartan cilexetil,4.006139270355508,-2.165952779005584,-4.2804128502381324,0
Candicidin,-12.273126300607347,-4.221828325384286,-1.1270253700627204,3
Cangrelor,-12.856774469033896,-6.089406692800357,-2.2582266261310022,3
Cannabidiol,-9.470688305353969,-4.395982354891369,0.002075891936495316,3
Canrenoic acid,-3.522794037901878,0.7592505005007122,3.6447945871997933,0
